id,name_ru,name_en,category,value_rub,stack_max,stack_declared,spawn_w_milli,spawn_rooms,spawn_count_max,equip_slot,durability,resist_kinetic,resist_buckshot,resist_energy,resist_fire,resist_psi,science_value,contraband_score,deceptive_score,use_effect,use_a,use_b,use_grant_id,use_grant_n,ammo_id,craft_mechanics,craft_electronics,craft_consumables,craft_bio,craft_chemical,craft_metal,craft_psimatter,craft_metamatter,craft_station,craft_tier,tag_count,tags_hot,tags_all,desc_ru,mass_g,light_radius_mm,light_intensity_e3,light_cone_deg,flicker
sterile_bandage,Стерильный бинт,Sterile bandage,MEDICINE,32,255,,700,MEDICAL|HQ,1,None,,,,,,,,,,Heal,25,,,,,0,0,2,0,3,0,0,0,lab,0,3,medicine,bandage|medicine|sterile,"Белый бинт из запаянного пакета. Дороже обычного, потому что к ране не прилагается чужой подвал.",120,0,0,0,none
sterile_swab,Стерильный мазок,Sterile swab,MISC,18,12,12,800,MEDICAL|OFFICE,2,None,,,,,,,,,,None,,,,,,0,0,0,2,1,0,0,0,lab,0,5,evidence|medical|nii|sample,evidence|medical|nii|sample|swab,"Запаянная палочка для малой улики: кровь, слизь, пыль, чужая уверенность. НИИ принимает чистую упаковку; рынок берёт как слабую улику.",150,0,0,0,none
stolen_archive_card,Краденая архивная карточка,Stolen Archive Card,MISC,60,1,,1000,OFFICE,1,None,,,,,,,,,,None,,,,,,0,0,5,0,0,0,0,0,workbench,0,7,access|document|document_gate|evidence,access|archive|document|document_gate|evidence|stolen|theft,Чужое дело на плотном картоне.,20,0,0,0,none
stolen_filter_pack,Краденая пачка фильтров,Stolen pack of filters,MISC,120,3,3,350,STORAGE|HQ|SMOKING,1,None,,,,,,,,,,Unpack,,,gasmask_filter,2,,1,0,5,1,1,0,0,0,workbench,1,9,audit|black_market|contraband|trade,audit|black_market|contraband|filter|gasmask|ppe|stolen|survival|trade,"Сухие фильтры без квитанции. E: вскрыть пачку на два фильтра; дышать помогают, но склад помнит номера.",200,0,0,0,none
stolen_terminal_stamp,Украденная печать терминала,Stolen terminal seal,MISC,155,1,1,160,OFFICE|SMOKING|STORAGE,1,None,,,,,,,,,,None,,,,,,0,3,3,1,1,0,0,0,net_terminal,1,8,audit|black_market|contraband|document|forgery|trade,audit|black_market|contraband|document|forgery|stamp|terminal|trade,"Служебная печать с терминального стола. Очередь подделывает легко, память камер - хуже.",20,0,0,0,none
strange_clot,Странный сгусток,Strange Clot,MISC,500,1,,0,,1,None,,,,,,,,,,None,,,,,,3,0,7,0,0,0,6,0,lab,2,0,,,Пульсирующий остаток теневика. Яков просит держать в банке и не вскрывать в лифте.,200,0,0,0,none
substrate_sack,Мешок субстрата,Substrate Sack,MISC,10,1,,1000,STORAGE|PRODUCTION|BATHROOM,1,None,,,,,,,,,,None,,,,,,0,0,3,0,0,0,0,0,workbench,0,0,,,Влажная труха для стеллажей. Пахнет коллектором и обедом.,200,0,0,0,none
sugar_pack,Сахар,Sugar,FOOD,8,8,8,800,KITCHEN|STORAGE|LIVING,4,None,,,,,,,,,,Feed,6,,,,,0,0,1,1,0,0,0,0,any,0,7,bait|trade,bait|bait_sugar|barter|brewing|food|sugar|trade,"Малый пакет сахара. Съесть можно, но варщики и дети оценят выше.",400,0,0,0,none
syringe_empty,Пустой шприц,Empty syringe,MISC,18,12,12,700,MEDICAL|STORAGE,2,None,,,,,,,,,,None,,,,,,0,0,3,0,0,0,0,0,workbench,0,5,medical|nii|trade,component|injection|medical|nii|trade,"Одноразовый шприц без содержимого и без алиби. Медик видит инструмент, НИИ — расходник, рынок — будущую проблему.",200,0,0,0,none
tanev_svt40,СВТ-40 Танева,SVT-40 Taneva,WEAPON,60000,1,,0,,1,Weapon,,,,,,,,,,None,,,,,ammo_762,25,13,0,0,6,38,0,0,lathe,3,8,liquidator|weapon,ammo_762|darkness_route|liquidator|precision|rifle|sniper|unique_reward|weapon,"Поздняя самозарядная винтовка с подписью Танева. Урон 105. Почти без разброса, медленно и дорого тратит 7.62.",3850,0,0,0,none
tea,Чай,Tea,DRINK,3,255,,1000,KITCHEN|COMMON,10,None,,,,,,,,,,Drink,15,,,,,0,0,1,0,1,0,0,0,any,0,0,,,"Остывший чай из общей кухни. Воды меньше, чем в бутылке, зато найти проще.",600,0,0,0,none
technical_spirit,Технический спирт,Technical alcohol,MISC,44,4,4,420,MEDICAL|PRODUCTION,1,None,,,,,,,,,,TechnicalSpirit,6,-5,,,,0,0,2,1,2,0,0,0,lab,0,7,contraband|medical|reagent|trade,brewing|contraband|fuel|medical|reagent|sterilization|trade,"Запечатанная склянка для раны, горелки и запрещённой кухни. Используйте как грубую стерилизацию или держите для обмена.",300,0,0,0,none
temp_pass,Пропуск временный,Temporary Pass,MISC,20,1,,1000,OFFICE|HQ,1,None,,,,,,,,,,None,,,,,,0,0,3,0,0,0,0,0,workbench,0,4,document,document|expired|ministry|pass,Временный пропуск с истёкшей датой. На слабом посту ещё может сработать.,20,0,0,0,none
terminal_order_receipt,Квитанция терминального заказа,Terminal order receipt,MISC,36,4,4,350,OFFICE|COMMON,1,None,,,,,,,,,,None,,,,,,0,1,4,0,0,0,0,0,workbench,0,5,access|document,access|delivery|document|receipt|terminal,"Чек заказа из терминала. Товар где-то едет, спор уже приехал.",20,0,0,0,none
toiletpaper,Туалетная бумага,Toilet paper,MISC,4,8,8,1000,BATHROOM|STORAGE,8,None,,,,,,,,,,None,,,,,,0,0,2,0,0,0,0,0,workbench,0,5,resident_good|trade,barter|hygiene|paper|resident_good|trade,"Серый рулон для санузла и мелкого обмена. Оставить на общак, купить у кладовщика или продать до очереди.",200,0,0,0,none
tourniquet,Жгут,Tourniquet,MEDICINE,20,255,,1000,MEDICAL|HQ,2,None,,,,,,,,,,Heal,12,,,,,0,0,1,0,2,0,0,0,lab,0,0,,,"Старый резиновый жгут. Быстрое малое лечение, пока не дошли до врача.",120,0,0,0,none
toz_shotgun,ТОЗ,TOZ,WEAPON,1200,1,,1000,STORAGE|HQ,1,Weapon,,,,,,,,,,None,,,,,ammo_shells,6,2,0,0,1,7,0,0,lathe,2,0,,,"Длинный охотничий дробовик. Урон 11x8. Туже, дальше и медленнее обреза. Дробь",2800,0,0,0,none
track_diagram_scrap,Обрывок схемы путей,A fragment of a route diagram,MISC,130,1,1,180,OFFICE|STORAGE|CORRIDOR,1,None,,,,,,,,,,None,,,,,,2,0,3,0,0,3,0,0,workbench,1,4,document|evidence,document|evidence|rail|route,"Кусок изъятой карты депо. Линия оборвана как раз там, где начинается полезное.",20,0,0,0,none
tracked_zhernov,Гусеничный жернов,Crawler millstone,WEAPON,5400,1,,0,,1,Weapon,,,,,,,,,,None,,,,,,14,0,0,0,0,21,0,0,lathe,2,10,liquidator|weapon,liquidator|melee_heavy|metal|production_belt|regenerator_finisher|sobrannyy_counterplay|stationary|theft|tracked|weapon,Пломбированная тележка зачистки. Урон 96. Медленный ближний финишер для собранной твари: включить в проходе или украсть как металл.,14000,0,0,0,none
tt_pistol,ТТ,TT,WEAPON,650,1,,1000,HQ|STORAGE,1,Weapon,,,,,,,,,,None,,,,,ammo_762tt,6,2,0,0,1,7,0,0,lathe,2,0,,,"Пистолет ТТ. Урон 34. Мощнее ПМ, патроны 7.62 ТТ",850,0,0,0,none
tut_cafe_key,Ключ от столовой,,KEY,0,1,,0,,1,None,,,,,,,,,,None,,,,,,1,0,0,0,0,2,0,0,workbench,0,0,,,Служебный ключ от стартовой зоны.,30,0,0,0,none
unpeople_detector,Детектор нелюдей,Unpeople Detector,TOOL,300,1,,1000,OFFICE|MEDICAL,1,Tool,60,,,,,,,,,None,,,,,,4,3,1,0,0,3,0,0,workbench,1,0,,,Коробка пищит рядом с подозрительным жильцом. Ошибается часто.,700,0,0,0,none
unsigned_order,Приказ без подписи,Unsigned Order,MISC,22,1,,1000,OFFICE|HQ,1,None,,,,,,,,,,None,,,,,,0,0,5,0,0,0,0,0,workbench,0,0,,,"Обязателен к исполнению, пока никто не спросил.",200,0,0,0,none
used_gasmask_filter,Отработанный фильтр,Waste filter,MISC,6,6,6,0,,5,None,,,,,,,,,,None,,,,,,0,0,2,0,0,0,0,0,workbench,0,9,audit|cleanup|evidence|liquidator|trade,audit|cleanup|contaminant|evidence|filter|gasmask|liquidator|trade|used,Мокрый фильтр после чужого вдоха и самосборной пыли. Берут за копейки как утиль; аудит видит источник заражения.,150,0,0,0,none
uv_spotlight,УФ-прожектор ликвидатора,Liquidator UV Spotlight,TOOL,950,1,,120,HQ|STORAGE,1,Tool,36,,,,,,,,,None,,,,,,9,0,2,0,0,5,0,0,workbench,2,7,cleanup|counterplay|liquidator|tool,black_slime|cleanup|counterplay|directed_light|liquidator|tool|uv,"Штатный прожектор из шкафов зачистки. Слот инструмента, R: короткий направленный УФ-импульс по взгляду против глаз, духов и чёрных следов. Батарея: 36 импульсов",1200,0,0,0,none
vacuum,Пылесос,Vacuum Cleaner,TOOL,500,1,,1000,STORAGE|LIVING|PRODUCTION,1,Tool,50,,,,,,,,,None,,,,,,6,5,1,0,0,4,0,0,workbench,2,0,,,Всасывает самосборный туман и свет из вашей клетки и соседних. R: очистить область вокруг себя. Не вскрывать мешок,6000,0,0,0,none
valve_tag,Бирка вентиля,Valve Tag,MISC,12,1,,1000,PRODUCTION|STORAGE,1,None,,,,,,,,,,None,,,,,,0,0,3,0,0,0,0,0,workbench,0,3,,heatline|pressure|proof,"Металл с чужим номером давления. Доказательство, что нулевой сброс был открыт руками, а не слухом.",200,0,0,0,none
veretar_sand,Белый песок,White Sand,MISC,160,6,6,0,,1,None,,,,,,,,,,None,,,,,,0,0,3,0,8,0,0,0,lab,1,5,evidence|reagent,contaminant|evidence|reagent|unsealed|veretar,"Сухой белый песок с белого окна Веретара. Открытая проба портит еду и бумаги; запечатай, сдай или вытряхни как опасную улику.",150,0,0,0,none
void_archive_warrant,Пустотный архивный ордер,Void Archive Warrant,MISC,120,1,,1000,OFFICE|STORAGE,1,None,,,,,,,,,,None,,,,,,0,0,56,0,0,0,0,34,net_terminal,4,5,document|evidence,archive|document|evidence|void|warrant,"Архивный ордер на нижние дела. Без подписи подозрителен, но редок.",20,0,0,0,none
void_spike,Пустотный шип,Void Spike,MISC,1500,1,,0,,1,None,,,,,,,,,,None,,,,,,21,0,0,0,0,34,14,21,net_terminal,4,4,evidence|psi,evidence|psi|rare_trophy|void,Черный шип из нижнего маршрута. Носить отдельно от документов и еды.,150,0,0,0,none
voluntary_receipt,Расписка о добровольном участии,Receipt for Voluntary Participation,MISC,14,1,,1000,OFFICE|HQ,1,None,,,,,,,,,,None,,,,,,0,0,3,0,0,0,0,0,workbench,0,0,,,Добровольность проставлена печатью.,200,0,0,0,none
water,Вода,Water,DRINK,2,255,,1000,KITCHEN|STORAGE|BATHROOM,15,None,,,,,,,,,,Drink,25,,,,,0,0,1,0,0,0,0,0,any,0,0,,,Бутылка воды. Берите перед лифтом: без воды таблетки и бег быстро становятся хуже.,600,0,0,0,none
water_coupon,Талон на воду,Water Coupon,MISC,2,1,,1000,OFFICE|COMMON|KITCHEN,1,None,,,,,,,,,,None,,,,,,0,0,1,0,0,0,0,0,workbench,0,4,document,coupon|document|economy|ration,"Бумага на право одной бутылки. Используйте честно, украдите как улику или пустите в подделку.",10,0,0,0,none
water_filter_regulator,Регулятор фильтра воды,Water filter regulator,MISC,82,3,3,300,KITCHEN|PRODUCTION|STORAGE,1,None,,,,,,,,,,None,,,,,,4,0,0,0,0,4,0,0,lathe,1,8,production|repair,filter|maintenance|production|regulator|repair|repair_input|tools|water,Ручка и мембрана для узла воды. Чинит выдачу фильтрованной воды; без паспорта насоса выглядит как кража из стояка.,200,0,0,0,none
water_reservoir_quota,Квота резервуара воды,Water tank quota,MISC,34,4,4,280,OFFICE|KITCHEN|HQ,1,None,,,,,,,,,,None,,,,,,2,0,3,0,0,0,0,0,workbench,0,6,document|official|single_use,coupon|document|official|ration|single_use|water,"Квота на малую выдачу воды. Бумага сухая, очередь мокрая.",10,0,0,0,none
water_reservoir_sample,Проба воды из резервуара,Tank water sample,MISC,38,6,6,450,BATHROOM|KITCHEN|PRODUCTION,1,None,,,,,,,,,,None,,,,,,0,0,0,3,2,0,0,0,lab,0,4,evidence|sample,evidence|reservoir|sample|water,"Мутная бутылка из суточного бака. Для НИИ это вода, для жильцов — вопрос, почему талон пахнет металлом.",150,0,0,0,none
weapon_blueprint_t2,Чертёж оружия Т2,T2 weapon blueprint,MISC,260,1,1,180,HQ|OFFICE|STORAGE,1,None,,,,,,,,,,None,,,,,,0,0,5,1,1,1,0,0,workbench,1,10,access|audit|contraband|document|production|weapon,access|armory|audit|blueprint|contraband|document|production|recipe|tier2|weapon,"Оружейная схема без подписи мастера. Можно потратить в оружейной на ЧИЖ-3 или продать тем, кто не спросит допуск.",20,0,0,0,none
weapon_checkout_tag,Оружейная бирка,Gun tag,MISC,44,6,6,450,HQ|STORAGE|OFFICE,1,None,,,,,,,,,,None,,,,,,0,0,4,0,0,1,0,0,workbench,0,7,audit|document|evidence|official|weapon,armory|audit|document|evidence|official|weapon|weapon_permit,"Бирка с номером ячейки. Её можно вернуть с оружием, без оружия или вместе с объяснением.",20,0,0,0,none
weapon_permit_forged,Липовое оружейное разрешение,Fake Weapon Permit,MISC,58,1,,1000,OFFICE|SMOKING,1,None,,,,,,,,,,None,,,,,,0,0,5,0,0,0,0,0,workbench,0,7,audit|contraband|document|forgery|permit,audit|contraband|document|forged|forgery|permit|weapon_permit,Подделка под оружейный допуск. Контрабандная бумага: можно рискнуть или сдать ликвидатору как конфискат.,20,0,0,0,none
weapon_permit_signed,Разрешение на короткоствол,Handgun Permit,MISC,95,1,,1000,OFFICE|HQ,1,None,,,,,,,,,,None,,,,,,0,0,8,0,0,0,0,0,workbench,1,7,access|document|official|permit,access|document|legal|official|permit|short_sidearm|weapon_permit,Официальная бумага на один пистолетный случай. В бюро открывает законную покупку самоделки; автомат не признает.,20,0,0,0,none
wet_rag_bundle,Мокрые тряпки,Wet rags,MISC,4,6,6,1000,BATHROOM|KITCHEN,6,None,,,,,,,,,,None,,,,,,1,0,1,0,0,0,0,0,any,0,7,cleanup|counterplay,cleanup|counterplay|filter|improvised|smog|smoke|wet_cloth,"Кухонная тряпка, вода и страх. Дешёвая замена фильтру: в смоге тратится на короткий рывок.",200,0,0,0,none
wrench,Ключ гаечный,Wrench,WEAPON,35,1,,1000,PRODUCTION|STORAGE,1,Weapon,,,,,,,,,,None,,,,,,2,0,0,0,0,3,0,0,lathe,0,0,,,"Надёжный ключ слесаря. Урон 12. Живёт дольше молотка, бьёт честно. Прочность 115",1100,0,0,0,none
yeast_bread,Дрожжевой хлеб,Yeast Bread,FOOD,8,255,,1000,KITCHEN,4,None,,,,,,,,,,Feed,25,,,,,0,0,1,1,0,0,0,0,any,0,3,bait,bait|bait_stale|bait_starch,"Пористая буханка из сырой муки. Если оставить у теплой батареи, она снова начинает расти.",400,0,0,0,none
zatychkin_pistol,Пистолет Затычкина,Zatychkin pistol,WEAPON,900,1,,120,HQ|OFFICE,1,Weapon,,,,,,,,,,None,,,,,ammo_9mm,5,2,0,0,1,8,0,0,lathe,2,8,liquidator|weapon,ammo_9mm|burst|liquidator|officer|officer_stash|ovb|sidearm|weapon,"Офицерская нервная скорострелка. Урон 17. Темп выше ПМ, разброс шире, 9мм уходят без доклада.",750,0,0,0,none
zhek_seal,Печать ЖЭК,ZHEK Stamp,MISC,120,1,,1000,OFFICE|COMMON,1,None,,,,,,,,,,None,,,,,,3,0,5,0,0,0,0,0,workbench,1,0,,,"Резиновая печать для актов, жалоб и мокрых справок.",200,0,0,0,none
zhelemish_boiled,Варёный желемыш,Boiled Zhelemish,MEDICINE,16,255,,1000,KITCHEN|MEDICAL,2,None,,,,,,,,,,Heal,8,,,,,0,0,1,0,2,0,0,0,lab,0,3,,skin_status|treated|zhelemish,Слизистая припарка после кипятка. Немного лечит и даёт дешёвую защиту кожи.,120,0,0,0,none
zhelemish_dried,Сушёный желемыш,Dried Zhelemish,FOOD,11,255,,1000,STORAGE|KITCHEN,3,None,,,,,,,,,,Feed,16,,,,,0,0,1,2,0,0,0,0,workbench,0,5,bait,bait|bait_fungal|skin_status|treated|zhelemish,Тёмная дублёная пластина из погреба. Безопаснее сырого и всё ещё годится как грибная приманка.,400,0,0,0,none
zhelemish_raw,Сырой желемыш,Raw Zhelemish,FOOD,5,255,,1000,STORAGE|BATHROOM,6,None,,,,,,,,,,FeedRisky,10,-6,,,,0,0,1,1,0,0,0,0,any,0,6,bait,bait|bait_fungal|bait_risky|raw|skin_status|zhelemish,"Холодный комок погребной плесени. Даёт сытость, грубо дубит кожу и бьёт по здоровью.",400,0,0,0,none
zhelemish_sample_contaminated,Загрязнённый образец желемыша,Contaminated Zhelemish Sample,MISC,18,1,1,0,,1,None,,,,,,,,,,None,,,,,,0,0,0,2,1,0,0,0,workbench,0,4,nii|sample,contaminated|nii|sample|zhelemish,"Открытый комок желемыша с чужой пылью, кожей и грибницей. Годится для слухов, но НИИ такой образец не примет.",250,0,0,0,none
zhelemish_sample_sealed,Запечатанный образец желемыша,Sealed Zhelemish Sample,MISC,240,1,1,0,,1,None,,,,,,,,,,None,,,,,,0,0,1,6,4,0,0,0,workbench,1,4,nii|sample,nii|sample|sealed|zhelemish,Чистая проба желемыша в таре НИИ. Пломба важнее содержимого: без неё лаборатория видит только грязь и повод.,250,0,0,0,none
zinc_slime_bucket,Цинковое ведро для слизи,Zinc Slime Bucket,MISC,210,1,1,0,,1,None,,,,,,,,,,None,,,,,,0,0,2,4,5,0,0,0,lab,1,7,cleanup|evidence|liquidator|samosbor|sample|slime,cleanup|container|evidence|liquidator|samosbor|sample|slime,Тяжёлое ведро с пломбой зачистки. НИИ и ликвидаторы платят за полный акт; рынок платит за риск.,150,0,0,0,none
